Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
carballo,com.alonsoruibal.chess.evaluation,CompleteEvaluator,evaluate,278,47,2,207,0,com.alonsoruibal.chess.evaluation.CompleteEvaluator,com.alonsoruibal.chess.evaluation.CompleteEvaluator
carballo,com.alonsoruibal.chess.evaluation,CompleteEvaluator,evalAttacks,34,7,4,600,0,,
carballo,com.alonsoruibal.chess.evaluation,ExperimentalEvaluator,evaluate,315,57,2,224,0,com.alonsoruibal.chess.evaluation.ExperimentalEvaluator,com.alonsoruibal.chess.evaluation.ExperimentalEvaluator
carballo,com.alonsoruibal.chess.evaluation,ExperimentalEvaluator,evalAttacks,34,7,4,683,0,,
carballo,com.alonsoruibal.chess.evaluation,Endgame,evaluateEndgame,51,17,12,44,0,com.alonsoruibal.chess.evaluation.Endgame,com.alonsoruibal.chess.evaluation.Endgame
carballo,com.alonsoruibal.chess.evaluation,Endgame,endgameKXK,6,1,6,132,0,,
carballo,com.alonsoruibal.chess.evaluation,Endgame,endgameKBNK,10,2,2,147,0,,
carballo,com.alonsoruibal.chess.evaluation,Endgame,endgameKPK,6,2,2,162,0,,
carballo,com.alonsoruibal.chess.evaluation,Endgame,scaleKRPKR,30,5,2,172,0,,
carballo,com.alonsoruibal.chess.evaluation,Endgame,endgameKQKP,28,6,2,223,0,,
carballo,com.alonsoruibal.chess.evaluation,Endgame,endgameKBPKN,12,2,2,256,0,,
carballo,com.alonsoruibal.chess.evaluation,Endgame,endgameKBPKB,20,4,2,273,0,,
carballo,com.alonsoruibal.chess.evaluation,Endgame,scaleKRPPKRP,15,3,2,302,0,,
carballo,com.alonsoruibal.chess.evaluation,KPKBitbase,index,3,1,4,151,0,,
carballo,com.alonsoruibal.chess.evaluation,KPKBitbase,probe,4,1,4,157,0,com.alonsoruibal.chess.evaluation.KPKBitbase,com.alonsoruibal.chess.evaluation.KPKBitbase
carballo,com.alonsoruibal.chess.evaluation,KPKBitbase,probe,19,3,1,162,0,com.alonsoruibal.chess.evaluation.KPKBitbase,com.alonsoruibal.chess.evaluation.KPKBitbase
carballo,com.alonsoruibal.chess.evaluation,Evaluator,Evaluator,3,1,0,35,0,,
carballo,com.alonsoruibal.chess.evaluation,Evaluator,evaluate,0,1,2,39,0,,
carballo,com.alonsoruibal.chess.evaluation,Evaluator,oe,3,1,2,44,0,,
carballo,com.alonsoruibal.chess.evaluation,Evaluator,o,3,1,1,51,0,,
carballo,com.alonsoruibal.chess.evaluation,Evaluator,e,3,1,1,58,0,,
carballo,com.alonsoruibal.chess.evaluation,Evaluator,oeShr,3,1,2,65,0,com.alonsoruibal.chess.evaluation.Evaluator,com.alonsoruibal.chess.evaluation.Evaluator
carballo,com.alonsoruibal.chess.evaluation,Evaluator,formatOE,3,1,1,72,0,com.alonsoruibal.chess.evaluation.Evaluator,com.alonsoruibal.chess.evaluation.Evaluator
carballo,com.alonsoruibal.chess.evaluation,SimplifiedEvaluator,evaluate,56,10,2,99,0,,
carballo,com.alonsoruibal.chess.evaluation,KPKBitbaseGenerator,index,3,1,4,40,0,,
carballo,com.alonsoruibal.chess.evaluation,KPKBitbaseGenerator,init,23,6,0,134,0,,
carballo,com.alonsoruibal.chess.evaluation,KPKBitbaseGenerator,main,10,3,1,165,0,com.alonsoruibal.chess.evaluation.KPKBitbaseGenerator,com.alonsoruibal.chess.evaluation.KPKBitbaseGenerator
carballo,com.alonsoruibal.chess.log,Logger,Logger,3,1,1,7,0,,
carballo,com.alonsoruibal.chess.log,Logger,getLogger,3,1,1,11,0,,
carballo,com.alonsoruibal.chess.log,Logger,info,7,2,1,15,0,,
carballo,com.alonsoruibal.chess.log,Logger,debug,7,2,1,23,0,,
carballo,com.alonsoruibal.chess.log,Logger,error,7,2,1,31,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,getInstance,11,3,0,26,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,squareAttackedAux,12,3,3,37,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,squareAttackedAuxSlider,13,3,3,49,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,BitboardAttacks,23,2,0,62,0,com.alonsoruibal.chess.bitboard.BitboardAttacks,com.alonsoruibal.chess.bitboard.BitboardAttacks
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,isSquareAttacked,3,1,3,115,0,com.alonsoruibal.chess.bitboard.BitboardAttacks,com.alonsoruibal.chess.bitboard.BitboardAttacks
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,areSquaresAttacked,11,3,3,122,0,com.alonsoruibal.chess.bitboard.BitboardAttacks,com.alonsoruibal.chess.bitboard.BitboardAttacks
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,isIndexAttacked,20,6,3,134,0,com.alonsoruibal.chess.bitboard.BitboardAttacks,com.alonsoruibal.chess.bitboard.BitboardAttacks
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,getIndexAttacks,7,2,2,155,0,com.alonsoruibal.chess.bitboard.BitboardAttacks,com.alonsoruibal.chess.bitboard.BitboardAttacks
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,getXrayAttacks,6,2,3,169,0,com.alonsoruibal.chess.bitboard.BitboardAttacks,com.alonsoruibal.chess.bitboard.BitboardAttacks
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,getRookAttacks,3,1,2,176,0,com.alonsoruibal.chess.bitboard.BitboardAttacks,com.alonsoruibal.chess.bitboard.BitboardAttacks
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,getBishopAttacks,3,1,2,183,0,com.alonsoruibal.chess.bitboard.BitboardAttacks,com.alonsoruibal.chess.bitboard.BitboardAttacks
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,getRookShiftAttacks,3,1,2,187,0,com.alonsoruibal.chess.bitboard.BitboardAttacks,com.alonsoruibal.chess.bitboard.BitboardAttacks
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,getBishopShiftAttacks,3,1,2,192,0,com.alonsoruibal.chess.bitboard.BitboardAttacks,com.alonsoruibal.chess.bitboard.BitboardAttacks
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacks,checkSquareAttackedAux,16,4,4,199,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacksMagic,BitboardAttacksMagic,33,4,0,56,0,com.alonsoruibal.chess.bitboard.BitboardAttacksMagic,com.alonsoruibal.chess.bitboard.BitboardAttacksMagic
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacksMagic,generatePieces,11,3,3,102,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacksMagic,squareAttackedAuxSliderMask,15,4,3,119,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacksMagic,magicTransform,3,1,3,134,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacksMagic,getRookAttacks,4,1,2,138,0,com.alonsoruibal.chess.bitboard.BitboardAttacksMagic,com.alonsoruibal.chess.bitboard.BitboardAttacksMagic
carballo,com.alonsoruibal.chess.bitboard,BitboardAttacksMagic,getBishopAttacks,4,1,2,147,0,com.alonsoruibal.chess.bitboard.BitboardAttacksMagic,com.alonsoruibal.chess.bitboard.BitboardAttacksMagic
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,index2Square,3,1,1,143,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,changeEndianArray64,7,2,1,150,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,changeEndianArray64,7,2,1,162,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,toString,12,3,1,170,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,flipHorizontalIndex,3,1,1,186,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,square2Algebraic,3,1,1,190,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,index2Algebraic,3,1,1,197,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,algebraic2Index,8,3,1,201,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,algebraic2Square,10,3,1,210,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,getFile,8,3,1,221,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,getRankLsb,8,3,1,233,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,getRankMsb,8,3,1,242,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,getFileOfIndex,3,1,1,251,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,getRankOfIndex,3,1,1,255,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,getHorizontalLine,3,1,2,259,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,isWhiteSquare,3,1,1,267,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,isBlackSquare,3,1,1,271,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,getSameColorSquares,3,1,1,275,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,frontPawnSpan,6,1,2,279,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,frontFile,6,1,2,288,0,,
carballo,com.alonsoruibal.chess.bitboard,BitboardUtils,sameRankOrFile,3,1,2,296,0,,
carballo,com.alonsoruibal.chess.bitboard,AttacksInfo,AttacksInfo,3,1,0,43,0,,
carballo,com.alonsoruibal.chess.bitboard,AttacksInfo,checkPinnerRay,11,3,3,47,0,,
carballo,com.alonsoruibal.chess.bitboard,AttacksInfo,checkPinnerBishop,14,3,5,62,0,com.alonsoruibal.chess.bitboard.AttacksInfo,com.alonsoruibal.chess.bitboard.AttacksInfo
carballo,com.alonsoruibal.chess.bitboard,AttacksInfo,checkPinnerRook,14,3,5,78,0,com.alonsoruibal.chess.bitboard.AttacksInfo,com.alonsoruibal.chess.bitboard.AttacksInfo
carballo,com.alonsoruibal.chess.bitboard,AttacksInfo,build,108,16,1,94,0,com.alonsoruibal.chess.bitboard.AttacksInfo,com.alonsoruibal.chess.bitboard.AttacksInfo
carballo,com.alonsoruibal.chess.bitboard,MagicNumbersGenerator,randomFewbits,3,1,0,14,0,,
carballo,com.alonsoruibal.chess.bitboard,MagicNumbersGenerator,generatePieces,11,3,3,23,0,,
carballo,com.alonsoruibal.chess.bitboard,MagicNumbersGenerator,findMagics,37,10,3,40,0,com.alonsoruibal.chess.bitboard.MagicNumbersGenerator,com.alonsoruibal.chess.bitboard.MagicNumbersGenerator
carballo,com.alonsoruibal.chess.bitboard,MagicNumbersGenerator,main,14,3,1,101,0,com.alonsoruibal.chess.bitboard.MagicNumbersGenerator,com.alonsoruibal.chess.bitboard.MagicNumbersGenerator
carballo,com.alonsoruibal.chess.tt,TranspositionTable,TranspositionTable,10,1,1,44,0,,
carballo,com.alonsoruibal.chess.tt,TranspositionTable,clear,4,1,0,56,0,,
carballo,com.alonsoruibal.chess.tt,TranspositionTable,search,20,5,3,61,0,,
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getBestMove,3,1,0,84,0,,
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getNodeType,3,1,0,88,0,,
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getGeneration,3,1,0,92,0,,
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getDepthAnalyzed,4,1,0,96,0,,
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getScore,3,1,0,101,0,,
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getEval,3,1,0,105,0,,
carballo,com.alonsoruibal.chess.tt,TranspositionTable,newGeneration,3,1,0,109,0,,
carballo,com.alonsoruibal.chess.tt,TranspositionTable,isMyGeneration,3,1,0,113,0,com.alonsoruibal.chess.tt.TranspositionTable,com.alonsoruibal.chess.tt.TranspositionTable
carballo,com.alonsoruibal.chess.tt,TranspositionTable,set,38,8,8,117,0,com.alonsoruibal.chess.tt.TranspositionTable,com.alonsoruibal.chess.tt.TranspositionTable
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getGenerationDelta,4,1,0,168,0,,
carballo,com.alonsoruibal.chess.tt,TranspositionTable,getHashFull,3,1,0,176,0,,
carballo,com.alonsoruibal.chess.swing,PgnDialog,PgnDialog,15,1,1,10,0,,
carballo,com.alonsoruibal.chess.swing,PgnDialog,setText,3,1,1,31,0,,
carballo,com.alonsoruibal.chess.swing,ChessApp,init,90,1,0,53,0,,
carballo,com.alonsoruibal.chess.swing,ChessApp,start,3,1,0,166,0,,
carballo,com.alonsoruibal.chess.swing,ChessApp,stop,5,1,0,170,0,,
carballo,com.alonsoruibal.chess.swing,ChessApp,destroy,8,2,0,176,0,,
carballo,com.alonsoruibal.chess.swing,ChessApp,userMove,14,3,2,185,0,com.alonsoruibal.chess.swing.ChessApp,com.alonsoruibal.chess.swing.ChessApp
carballo,com.alonsoruibal.chess.swing,ChessApp,checkUserToMove,20,8,0,200,0,com.alonsoruibal.chess.swing.ChessApp,com.alonsoruibal.chess.swing.ChessApp
carballo,com.alonsoruibal.chess.swing,ChessApp,bestMove,8,2,2,224,0,com.alonsoruibal.chess.swing.ChessApp,com.alonsoruibal.chess.swing.ChessApp
carballo,com.alonsoruibal.chess.swing,ChessApp,update,0,6,1,233,0,,
carballo,com.alonsoruibal.chess.swing,ChessApp,info,2,1,1,260,0,,
carballo,com.alonsoruibal.chess.swing,ChessApp,actionPerformed,66,17,1,264,0,com.alonsoruibal.chess.swing.ChessApp,com.alonsoruibal.chess.swing.ChessApp
carballo,com.alonsoruibal.chess.swing,ChessApp,main,16,1,1,321,0,com.alonsoruibal.chess.swing.ChessApp,com.alonsoruibal.chess.swing.ChessApp
carballo,com.alonsoruibal.chess.swing,ChessApp,windowClosing,3,1,1,324,0,,
carballo,com.alonsoruibal.chess.swing,SquareJPanel,loadImages,5,1,1,19,0,,
carballo,com.alonsoruibal.chess.swing,SquareJPanel,SquareJPanel,17,2,1,30,0,,
carballo,com.alonsoruibal.chess.swing,SquareJPanel,paintComponent,10,2,1,49,0,,
carballo,com.alonsoruibal.chess.swing,SquareJPanel,setHighlighted,3,1,1,61,0,,
carballo,com.alonsoruibal.chess.swing,SquareJPanel,getIndex,3,1,0,65,0,,
carballo,com.alonsoruibal.chess.swing,PieceJLabel,getPiece,3,1,0,14,0,,
carballo,com.alonsoruibal.chess.swing,PieceJLabel,PieceJLabel,9,1,1,18,0,,
carballo,com.alonsoruibal.chess.swing,PieceJLabel,paint,5,1,1,28,0,,
carballo,com.alonsoruibal.chess.swing,BoardJPanel,setAcceptInput,3,1,1,28,0,,
carballo,com.alonsoruibal.chess.swing,BoardJPanel,BoardJPanel,18,2,1,32,0,,
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mousePressed,14,3,1,57,0,,
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseDragged,5,3,1,80,0,,
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseReleased,18,5,1,93,0,,
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseClicked,2,1,1,117,0,,
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseMoved,2,1,1,118,0,,
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseEntered,2,1,1,119,0,,
carballo,com.alonsoruibal.chess.swing,BoardJPanel,mouseExited,2,1,1,120,0,,
carballo,com.alonsoruibal.chess.swing,BoardJPanel,setFen,35,8,3,122,0,,
carballo,com.alonsoruibal.chess.swing,BoardJPanel,unhighlight,3,2,0,156,0,,
carballo,com.alonsoruibal.chess.swing,BoardJPanel,highlight,6,1,2,160,0,,
carballo,com.alonsoruibal.chess.swing,BoardJPanel,getLastFen,3,1,0,167,0,,
carballo,com.alonsoruibal.chess.epdtest,WinAtChessTest,testWinAtChess,4,1,0,9,1,,
carballo,com.alonsoruibal.chess.epdtest,ECMGCPTest,testECMGCP,3,1,0,8,1,,
carballo,com.alonsoruibal.chess.epdtest,LTCIITest,testLCTII,4,1,0,8,1,,
carballo,com.alonsoruibal.chess.epdtest,BT2450Test,testBT2450,6,1,0,8,1,,
carballo,com.alonsoruibal.chess.epdtest,WCSACTest,testWinningChessSacrificesAndCombinations,3,1,0,8,1,,
carballo,com.alonsoruibal.chess.epdtest,BT2630Test,testBT2630,6,1,0,8,1,,
carballo,com.alonsoruibal.chess.epdtest,EpdTest,getSolved,3,1,0,63,0,,
carballo,com.alonsoruibal.chess.epdtest,EpdTest,getLctPoints,3,1,0,67,0,,
carballo,com.alonsoruibal.chess.epdtest,EpdTest,processEpdFile,4,1,2,71,0,com.alonsoruibal.chess.epdtest.EpdTest,com.alonsoruibal.chess.epdtest.EpdTest
carballo,com.alonsoruibal.chess.epdtest,EpdTest,processEpdFile,77,13,3,76,0,com.alonsoruibal.chess.epdtest.EpdTest,com.alonsoruibal.chess.epdtest.EpdTest
carballo,com.alonsoruibal.chess.epdtest,EpdTest,parseMoves,11,3,1,166,0,,
carballo,com.alonsoruibal.chess.epdtest,EpdTest,testPosition,28,4,4,178,0,com.alonsoruibal.chess.epdtest.EpdTest,com.alonsoruibal.chess.epdtest.EpdTest
carballo,com.alonsoruibal.chess.epdtest,EpdTest,info,27,7,1,209,0,,
carballo,com.alonsoruibal.chess.epdtest,EpdTest,bestMove,2,1,2,239,0,,
carballo,com.alonsoruibal.chess.epdtest,ArasanTest,testArasan,3,1,0,8,1,,
carballo,com.alonsoruibal.chess.epdtest,MyEpdTest,testMyEpd,5,1,0,8,1,,
carballo,com.alonsoruibal.chess.epdtest,BS2830Test,testBS2830,6,1,0,8,1,,
carballo,com.alonsoruibal.chess.epdtest,SilentButDeadlyTest,testSilentButDeadly,3,1,0,8,1,,
carballo,(default package),EpdTest,processEpdFile,43,5,3,30,0,,
carballo,(default package),EpdTest,parseMoves,11,3,2,78,0,,
carballo,(default package),EpdTest,testPosition,41,7,5,90,0,,
carballo,(default package),EpdTest,epdTest,11,1,4,136,0,,
carballo,(default package),EpdTest,main,18,4,1,147,0,,
carballo,com.alonsoruibal.chess.uci,Uci,Uci,6,1,0,31,0,,
carballo,com.alonsoruibal.chess.uci,Uci,loop,0,50,0,38,0,,
carballo,com.alonsoruibal.chess.uci,Uci,bestMove,11,2,2,237,0,,
carballo,com.alonsoruibal.chess.uci,Uci,info,5,1,1,249,0,,
carballo,com.alonsoruibal.chess.uci,Uci,main,4,1,1,255,0,com.alonsoruibal.chess.uci.Uci,com.alonsoruibal.chess.uci.Uci
carballo,com.alonsoruibal.chess.uci,UciEngine,UciEngine,4,1,1,19,0,,
carballo,com.alonsoruibal.chess.uci,UciEngine,open,21,2,1,24,0,com.alonsoruibal.chess.uci.UciEngine,com.alonsoruibal.chess.uci.UciEngine
carballo,com.alonsoruibal.chess.uci,UciEngine,close,3,1,0,49,0,,
carballo,com.alonsoruibal.chess.uci,UciEngine,run,20,5,0,53,0,,
carballo,com.alonsoruibal.chess.uci,UciEngine,sendCommand,5,1,1,72,0,,
carballo,com.alonsoruibal.chess.uci,UciEngine,sendStop,3,1,0,78,0,com.alonsoruibal.chess.uci.UciEngine,com.alonsoruibal.chess.uci.UciEngine
carballo,com.alonsoruibal.chess.uci,UciEngine,sendUciNewGame,3,1,0,82,0,com.alonsoruibal.chess.uci.UciEngine,com.alonsoruibal.chess.uci.UciEngine
carballo,com.alonsoruibal.chess.uci,UciEngine,sendIsReady,4,1,0,86,0,com.alonsoruibal.chess.uci.UciEngine,com.alonsoruibal.chess.uci.UciEngine
carballo,com.alonsoruibal.chess.uci,UciEngine,goMovetime,6,1,2,91,0,com.alonsoruibal.chess.uci.UciEngine,com.alonsoruibal.chess.uci.UciEngine
carballo,com.alonsoruibal.chess.uci,UciEngine,goNodes,6,1,2,98,0,com.alonsoruibal.chess.uci.UciEngine,com.alonsoruibal.chess.uci.UciEngine
carballo,com.alonsoruibal.chess.uci,UciEngine,goDepth,6,1,3,105,0,com.alonsoruibal.chess.uci.UciEngine,com.alonsoruibal.chess.uci.UciEngine
carballo,com.alonsoruibal.chess.uci,UciEngine,go,6,1,3,112,0,com.alonsoruibal.chess.uci.UciEngine,com.alonsoruibal.chess.uci.UciEngine
carballo,com.alonsoruibal.chess.uci,UciEngine,waitUciOk,9,2,0,119,0,,
carballo,com.alonsoruibal.chess.uci,UciEngine,waitReadyOk,9,2,0,128,0,,
carballo,com.alonsoruibal.chess.uci,UciEngine,waitBestMove,10,2,0,137,0,,
